"","knr","aar","knavn","pm2","Menn_ya_p","kvinner_ya_p","totalt_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"1071","1004","2008","Flekkefjord (-2019)",12971,57.9613590939374,55.6614476968459,27.5308641975309,19,19.7,17.4,13.7,21.2,3.8,5.1,2.5,59939
"1072","1004","2009","Flekkefjord (-2019)",13964,57.6473184727433,55.1080108010801,27.2869080779944,19.7,20.2,17.7,13.9,21.6,3.8,5.1,2.6,61764
"1073","1004","2010","Flekkefjord (-2019)",14566,57.2809136832858,54.8539325842697,27.1131844940575,19.8,20.3,18.1,14.2,22.2,3.9,5.1,2.7,61783
"1074","1004","2011","Flekkefjord (-2019)",14635,57.3928258967629,55.0776852060347,27.1385776101187,19.5,20.5,18.3,14,22.7,4,5,2.9,62500
"1075","1004","2012","Flekkefjord (-2019)",15315,58.0094991364421,54.7122791119166,26.6968826000442,19.8,20.6,18.7,14.2,23.3,4.2,5.2,3.1,63357
"1076","1004","2013","Flekkefjord (-2019)",14144,57.3131094257855,54.4431946006749,26.7108167770419,20.4,21.1,18.5,14.1,23,4.2,5.2,3.1,62483
"1077","1004","2014","Flekkefjord (-2019)",15299,57.1832210389046,54.102447869447,26.4839676023522,21,20.5,19,14.3,23.8,4.5,5.2,3.7,64794
"1078","1004","2015","Flekkefjord (-2019)",16578,56.696331669199,54.3926490363066,26.7614952034403,20.3,19.8,19.1,14.1,24.3,4.7,5.5,3.9,67827
"1079","1004","2016","Flekkefjord (-2019)",15400,56.6566135286514,54.4005388414908,26.6380826737027,20.6,18.7,19.5,14.7,24.5,5,5.7,4.3,65453
"1080","1004","2017","Flekkefjord (-2019)",16772,56.3800128672528,54.3257284843009,26.4576457645765,20.4,18.4,20,15,25.3,5.2,5.7,4.6,65051
"1081","1014","2008","Vennesla (-2019)",13126,59.2709483982957,55.7850597918932,28.1152160300564,19.6,18,13.2,10.6,15.7,1.4,1.9,0.8,52297
"1082","1014","2009","Vennesla (-2019)",14323,59.5814461970951,55.8074965293846,28.0769827720006,18.9,17.9,13.3,10.6,16,1.5,2.2,0.9,54555
"1083","1014","2010","Vennesla (-2019)",14815,59.8469778117827,56.131287038444,28.1640744129308,19.6,17,13.7,10.6,16.7,1.8,2.3,1.3,56114
"1084","1014","2011","Vennesla (-2019)",15679,60.3396453261196,56.5568862275449,28.333583320834,19.1,16.1,14.1,10.6,17.4,2,2.5,1.5,52668
"1085","1014","2012","Vennesla (-2019)",16009,60.2383053839364,56.7870302137067,28.366340278289,19.5,15.8,14.4,10.9,17.9,2.1,2.5,1.8,52431
"1086","1014","2013","Vennesla (-2019)",15856,60.1039260969977,56.6783831282953,28.1331782494911,20.4,15.5,15,11.4,18.5,2.2,2.5,1.9,53519
"1087","1014","2014","Vennesla (-2019)",15894,59.8125532519171,56.5956221198157,28.0995280995281,20.5,15.4,15.5,11.5,19.4,2.6,2.8,2.3,52510
"1088","1014","2015","Vennesla (-2019)",15487,59.8674936566112,56.7918868733038,28.2085846044697,20.5,14.7,16.1,11.8,20.5,2.9,3.2,2.6,54453
"1089","1014","2016","Vennesla (-2019)",15221,60.4325523360599,57.1529245947851,28.3407883701426,20.4,14.3,16.3,12.1,20.5,3.1,3.2,2.9,54235
"1090","1014","2017","Vennesla (-2019)",16691,60.1726263871763,57.1288240246983,28.2218370883882,21,14.2,16.7,12.4,21.1,3.1,3.1,3.2,54508
"1091","1017","2008","Songdalen (1964-2019)",12535,59.8763311576778,56.3365282215123,27.7060055865922,15.6,18.1,15.4,11.8,19.2,2.4,2.9,1.9,94805
"1092","1017","2009","Songdalen (1964-2019)",13665,59.6598639455782,57.122905027933,28.1874569262578,16.8,16.9,16,12.3,19.8,2.4,2.9,1.9,97953
"1093","1017","2010","Songdalen (1964-2019)",15351,59.692513368984,56.8521031207598,28.2154882154882,17.1,16.2,16.4,12.6,20.4,2.5,3.1,2,108829
"1094","1017","2011","Songdalen (1964-2019)",14495,59.5011486708238,57.1476964769648,28.1213535589265,16.1,15.8,16.4,12.2,20.7,2.7,3,2.4,120717
"1095","1017","2012","Songdalen (1964-2019)",15461,59.454253611557,56.8196721311475,28.110300081103,17.7,15.1,16.4,12,20.9,3,3.5,2.4,146387
"1096","1017","2013","Songdalen (1964-2019)",14354,59.6840442338073,56.4423076923077,28.0190930787589,18,14.2,16.8,12.6,21.2,2.9,3.4,2.4,143844
"1097","1017","2014","Songdalen (1964-2019)",15795,59.4348508634223,56.7671584348942,28.0818657782009,18.5,14.3,17.1,12.7,21.7,3,3.3,2.8,150147
"1098","1017","2015","Songdalen (1964-2019)",15439,59.5135467980296,56.7289117836446,27.7305634246144,19.6,13.6,17.2,12.4,22.3,3.4,3.5,3.2,145973
"1099","1017","2016","Songdalen (1964-2019)",15492,59.7620500305064,56.8608723336517,27.8236485433868,20.3,13.2,17.1,12.2,22.2,3.6,3.7,3.5,161652
"1100","1017","2017","Songdalen (1964-2019)",15723,59.9458320794463,56.3636363636364,27.847137637028,20.6,13.1,17.7,12.5,23.1,3.6,3.5,3.7,154782
"1101","1018","2008","Søgne (-2019)",18552,58.4834686200752,56.7313462692538,28.2189054726368,15.1,23.8,20.8,17.4,24.3,4.3,5.5,3,57852
"1102","1018","2009","Søgne (-2019)",18199,58.2933844678811,56.7474048442907,28.3382931746184,15.6,22.9,20.8,17.2,24.5,4.5,5.7,3.3,57463
"1103","1018","2010","Søgne (-2019)",19997,58.3143074581431,56.5962307252998,28.2900371110477,16.1,22,21.2,17.3,25.1,4.8,6,3.6,57067
"1104","1018","2011","Søgne (-2019)",20036,58.4955089820359,56.6076421248835,28.3593239331404,16.2,22,21.4,17.4,25.4,4.9,6.1,3.8,56614
"1105","1018","2012","Søgne (-2019)",19430,58.1824898411526,56.2212828524168,28.180561953017,16.3,21.9,21.5,17.3,25.7,5,6,4,57508
"1106","1018","2013","Søgne (-2019)",20019,58.1970192657216,56.5775009160865,28.1751824817518,16.6,21.1,21.6,17.2,26,5,5.8,4.2,57588
"1107","1018","2014","Søgne (-2019)",19426,58.093687827817,56.3915266617969,28.0599727396638,17,20.7,21.8,17.3,26.4,5.4,6.1,4.8,58852
"1108","1018","2015","Søgne (-2019)",20738,58.4295612009238,56.5676449534717,28.1804404029598,17.2,20.9,22,17.2,26.8,5.9,6.5,5.3,55376
"1109","1018","2016","Søgne (-2019)",21004,58.264244134768,56.7340368449293,28.1705150976909,17.6,20.1,22.3,17.6,27,5.9,6.3,5.4,58537
"1110","1018","2017","Søgne (-2019)",22789,58.3538083538084,56.6957140316557,28.1600565321085,17.2,19.5,22.5,17.6,27.5,6,6.3,5.7,57403
"1111","1029","2008","Lindesnes (1964-2019)",11272,59.7216180948238,54.4729849424269,26.9914417379855,21.3,14.9,14.9,11.3,18.6,2.4,3.5,1.3,33582
"1112","1029","2009","Lindesnes (1964-2019)",11570,59.2592592592593,55.0043516100957,27.3593073593074,21,15.2,15.5,11.5,19.6,2.3,3.3,1.3,36331
"1113","1029","2010","Lindesnes (1964-2019)",12989,59.4042553191489,54.4785807009952,27.0113709504398,22.8,14.4,15.6,12,19.2,2.5,3.4,1.6,36914
"1114","1029","2011","Lindesnes (1964-2019)",12997,59.3789341166597,54.6774882528834,27.0956816257409,22.4,15.8,15.6,12,19.4,2.8,3.7,1.8,36443
"1115","1029","2012","Lindesnes (1964-2019)",13725,58.5791441628583,54.305200341006,26.8041237113402,22.3,15.5,16,12.4,19.7,2.7,3.5,1.9,39336
"1116","1029","2013","Lindesnes (1964-2019)",13009,57.5557390586292,54.0859309182814,26.7723102585488,23.1,14.7,16,11.7,20.3,3,3.9,2.1,43974
"1117","1029","2014","Lindesnes (1964-2019)",14396,56.973898858075,54.2690545605997,26.8493715227694,23.4,14.7,16.8,12.6,21,3.4,4.4,2.3,46227
"1118","1029","2015","Lindesnes (1964-2019)",15453,56.3032022699635,54.0820555325321,26.7418032786885,22.5,14.4,16.7,12.2,21.2,4.1,4.6,3.6,47536
"1119","1029","2016","Lindesnes (1964-2019)",13188,55.9760956175299,54.1307028360049,26.6437386202711,21.9,14.6,17.2,12.8,21.7,3.9,4.5,3.4,48939
"1120","1029","2017","Lindesnes (1964-2019)",14853,56.0829676904667,54.2775276299632,26.7878787878788,22,14.5,17.3,12.3,22.4,3.8,4.3,3.3,47361
"1121","1032","2008","Lyngdal (-2019)",13618,57.8764375501471,55.4032683183975,27.9038895526351,18.9,17.1,17.4,14,20.8,2.2,2.8,1.5,89023
"1122","1032","2009","Lyngdal (-2019)",12171,57.8405491024287,55.4573804573805,27.9465688842326,19.1,17.2,17.6,13.9,21.2,2.4,2.8,1.9,95196
"1123","1032","2010","Lyngdal (-2019)",12953,57.3727933541018,55.4154875225109,27.833053366068,19.4,16.5,17.7,13.8,21.6,2.5,3,2.1,96456
"1124","1032","2011","Lyngdal (-2019)",14363,56.8788501026694,55.3967848941056,27.7799104286628,20,16.2,17.9,13.6,22.1,2.7,3.2,2.3,98584
"1125","1032","2012","Lyngdal (-2019)",13940,56.2468128505864,55.0717342058898,27.7137428752375,20.2,16.6,18.3,13.8,22.6,2.8,3.2,2.4,103775
"1126","1032","2013","Lyngdal (-2019)",16054,56.7085427135678,55.1724137931034,27.7618274872051,19.4,16.1,18.9,14.2,23.6,2.8,3.1,2.6,113787
"1127","1032","2014","Lyngdal (-2019)",14857,56.3456790123457,54.9358341559724,27.4746976055295,19.5,16.5,18.8,14.2,23.4,3.1,3.3,2.9,129011
"1128","1032","2015","Lyngdal (-2019)",16792,55.8367152064932,54.6792088760251,27.1985602879424,19.7,16.6,19.1,14.6,23.6,3.3,3.5,3.2,126305
"1129","1032","2016","Lyngdal (-2019)",14502,56.0545497296026,54.3590951932139,27.150759091444,20.4,16.4,19.2,14.7,23.7,3.6,4,3.2,128702
"1130","1032","2017","Lyngdal (-2019)",16571,55.3839059257551,54.2460597506469,26.8514205868654,20.3,16.1,19.5,14.5,24.5,3.7,3.8,3.7,137883
"1131","1037","2008","Kvinesdal (-2019)",11424,58.2452431289641,53.744177714081,26.647717178895,22.2,17.8,13.3,10.2,16.4,1.7,2.3,1.2,56317
"1132","1037","2009","Kvinesdal (-2019)",11080,58.3158630328442,53.8543140028289,26.7662565905097,22.1,18.2,13.5,10.3,16.7,2,2.5,1.4,58194
"1133","1037","2010","Kvinesdal (-2019)",10976,58.4912159834654,53.5676992690567,26.6447368421053,22.8,17.6,13.4,10.1,16.8,1.9,2.4,1.3,54238
"1134","1037","2011","Kvinesdal (-2019)",12105,58.5240860949778,53.6863966770509,26.6678129298487,22.3,17.1,13.8,10.6,17.1,2,2.5,1.5,52621
"1135","1037","2012","Kvinesdal (-2019)",13194,59.1295477728664,53.8195644659523,26.6883784710319,23,17,14.3,11.3,17.5,2.1,2.5,1.7,54650
"1136","1037","2013","Kvinesdal (-2019)",13734,58.6310517529215,54.5454545454545,26.8520088150534,22.3,18,14.9,11.3,18.5,2.1,2.5,1.7,56360
"1137","1037","2014","Kvinesdal (-2019)",13978,58.5038577658504,54.7422680412371,27.0412493634357,23,16.3,15.2,11.8,18.7,2.4,2.8,2.1,60354
"1138","1037","2015","Kvinesdal (-2019)",15042,59.5531843947983,54.696507290607,27.1183591123067,22.3,16.7,15.2,11.4,19.2,2.9,3.2,2.6,57017
"1139","1037","2016","Kvinesdal (-2019)",15889,59.7049180327869,54.691231661549,26.8015382043137,22.5,16.8,15.6,11.6,19.8,3.1,3.4,2.8,57792
"1140","1037","2017","Kvinesdal (-2019)",13404,59.3493263227079,55.2122241086587,27.1543086172345,20.8,16.9,16.1,11.8,20.7,3.6,3.7,3.4,56303
"1141","1101","2008","Eigersund",14391,59.2107158288924,55.844915874177,27.7035854260415,16.4,23.2,15.3,11.8,18.9,2.9,3.7,2.1,70517
"1142","1101","2009","Eigersund",14046,59.5696489241223,55.9304851556843,27.6469324933782,16.9,23,15.7,12.2,19.2,3,3.7,2.3,71360
"1143","1101","2010","Eigersund",15056,59.5824634655532,55.8052970651396,27.5088214537756,17.8,22.4,16,12.4,19.8,3.1,3.7,2.5,72446
"1144","1101","2011","Eigersund",17367,59.3702943189596,55.901150404772,27.4362191551652,17.9,22.2,16.3,12.6,20.2,3.2,3.7,2.7,72939
"1145","1101","2012","Eigersund",18294,59.3601735122679,55.9030712876867,27.412780656304,16.7,22.4,16.7,12.7,20.9,3.4,4,2.9,73918
"1146","1101","2013","Eigersund",18589,59.402224902828,56.2229965156794,27.5621754577753,17.2,22.3,17,12.7,21.3,3.7,4.2,3.2,74903
"1147","1101","2014","Eigersund",19320,59.7641759406465,56.5331130386892,27.7226385794342,17,22.1,17.7,13.5,22,4.1,4.6,3.5,77372
"1148","1101","2015","Eigersund",19267,59.7834697649855,55.8839553255244,27.5073746312684,16.8,21.9,17.8,13.3,22.5,4.2,4.7,3.7,78068
"1149","1101","2016","Eigersund",17916,59.357725717294,55.9232026143791,27.4862802837639,17.7,20.1,18.3,13.7,23,4.4,4.9,4,78954
"1150","1101","2017","Eigersund",18347,58.8165367851011,55.7314410480349,27.4112356533996,18.6,19.7,18.6,13.9,23.5,4.5,4.8,4.1,78695
"1151","1102","2008","Sandnes (-2019)",21510,61.1088006654084,58.9382026122555,29.2406144720086,15.3,28.6,20.5,17,24.2,6.1,8.2,4,102049
"1152","1102","2009","Sandnes (-2019)",21166,61.4695452000249,58.9771455969314,29.0883006731724,15.3,29,20.9,17,24.9,6.4,8.4,4.4,100886
"1153","1102","2010","Sandnes (-2019)",23491,61.4494518879415,58.961389840093,29.0207357238948,15.5,28.6,21.3,17.2,25.5,6.9,8.7,5,101158
"1154","1102","2011","Sandnes (-2019)",26072,61.2781395902102,58.7742964007603,28.9395426069892,15.2,28.5,21.7,17.4,26.1,7.3,9.1,5.6,100970
"1155","1102","2012","Sandnes (-2019)",27725,61.6051243406179,58.9547310278578,28.9600967351874,14.8,29.1,22.3,17.8,26.8,7.9,9.5,6.3,102989
"1156","1102","2013","Sandnes (-2019)",29007,61.8534482758621,59.1089224313771,28.9595408731405,14.7,29.3,22.6,18.1,27.2,8.4,9.9,6.8,101824
"1157","1102","2014","Sandnes (-2019)",28226,61.9406037797595,59.3227555278022,29.0681502086231,14.6,29.2,22.8,18.3,27.5,9.4,10.6,8.2,103540
"1158","1102","2015","Sandnes (-2019)",27766,61.932271976998,59.5058510343298,29.1467456264262,15.3,27.5,22.8,18.2,27.7,9.9,11,8.7,103671
"1159","1102","2016","Sandnes (-2019)",25916,61.8321608828683,59.5473059785134,29.1138732959102,16,25.8,23.1,18.5,27.8,10,10.9,9.2,100407
"1160","1102","2017","Sandnes (-2019)",25137,61.2555009060316,59.549190332818,29.0793011642847,16.3,25.2,23.2,18.3,28.3,10.2,11,9.4,101091
"1161","1103","2008","Stavanger",26137,63.8405240116299,60.2929360562437,30.1197464586156,17.6,28.6,25,21.4,28.5,10.8,13.7,8,74626
"1162","1103","2009","Stavanger",25729,63.9315539544785,60.4740667327387,30.1052545020969,17.6,29.3,25.3,21.6,28.9,11.3,14,8.7,75365
"1163","1103","2010","Stavanger",29118,63.8008685861348,60.6598573281453,30.209931368591,18.1,28.9,25.7,21.9,29.5,12,14.6,9.5,76569
"1164","1103","2011","Stavanger",31671,63.9798528436543,60.810056311516,30.2489267661739,17.8,29,26,22.2,29.8,12.8,15.2,10.3,76482
"1165","1103","2012","Stavanger",34241,63.9176221335992,60.8096155668573,30.1954417831318,17.5,29.6,26.3,22.4,30.3,13.5,15.9,11.1,78813
"1166","1103","2013","Stavanger",34634,64.0421679351829,61.0265060993705,30.2428187722055,17.1,30.3,26.5,22.4,30.5,13.8,16,11.6,79762
"1167","1103","2014","Stavanger",33821,63.9558841352563,61.0632317054335,30.2369334781345,16.7,30.4,26.4,22.4,30.4,15.2,17.2,13.1,80753
"1168","1103","2015","Stavanger",32380,63.8573549480377,61.1810024610587,30.2978001847058,17.3,29,26.2,22.1,30.5,15.8,17.7,13.9,80033
"1169","1103","2016","Stavanger",30732,63.428922449958,61.0060698027314,30.3089472573203,18.1,27.4,26.5,22.2,30.8,15.9,17.5,14.2,80042
"1170","1103","2017","Stavanger",32512,62.9532861840623,61.0188713482127,30.4025495558619,18.6,26.5,26.6,22.3,31,16.1,17.6,14.5,80553
"1171","1106","2008","Haugesund",15714,62.6289278004318,57.6289926289926,28.4682607112514,22.1,19.3,21.5,17.6,25.3,5.2,6.9,3.5,125554
"1172","1106","2009","Haugesund",15466,62.7033352837917,57.7315233785822,28.4241794148225,22,19.7,22,17.8,26,5.4,7.1,3.8,125833
"1173","1106","2010","Haugesund",16080,62.1538461538461,58.0420827389444,28.6792563658257,22.4,19.6,22.4,18,26.7,5.8,7.3,4.2,127301
"1174","1106","2011","Haugesund",17210,62.4636772833457,58.1849074291071,28.6865594037956,22.2,19.8,23,18.4,27.6,5.9,7.4,4.5,128311
"1175","1106","2012","Haugesund",17951,62.2637263726373,58.3386249494891,28.792843100943,22,19.7,23.4,18.8,28,6.4,7.7,5,131152
"1176","1106","2013","Haugesund",18446,62.6196501265266,58.4295874822191,28.7220652812351,21.7,20,23.5,18.8,28.2,6.6,7.9,5.3,132328
"1177","1106","2014","Haugesund",18670,62.3573729322487,58.6491958159937,28.8899969528242,22,19.5,23.7,19,28.6,7.3,8.2,6.3,133519
"1178","1106","2015","Haugesund",18561,62.3971608323923,58.8373000390168,28.890470195413,22.5,18.6,24.1,19.1,29.3,7.7,8.7,6.6,132281
"1179","1106","2016","Haugesund",19559,62.1704605611435,58.6567742649909,28.6704013423182,23.4,18,24.2,19.3,29.3,8,8.9,7.1,128612
"1180","1106","2017","Haugesund",19234,62.1685730852354,58.950261060731,28.8597104880805,23,18,24.5,19.5,29.8,8.2,8.9,7.4,128391
"1181","1111","2008","Sokndal",10689,55.4054054054054,53.2837670384139,26.52683528686,20.6,19.2,11.4,7.7,15.1,1.5,1.5,1.5,35683
"1182","1111","2009","Sokndal",10061,55.6303549571603,52.605459057072,26.124460874923,19.5,18.7,11.8,7.8,15.8,1.9,2.2,1.6,45800
"1183","1111","2010","Sokndal",11734,55.9782608695652,52.731737262124,26.1491628614916,19.2,19,12.1,7.8,16.5,2.1,2.3,1.9,45091
"1184","1111","2011","Sokndal",13183,56.2877871825877,53.0105524518932,26.156202143951,19.3,20.8,12.6,8.3,17,1.9,2.2,1.7,39877
"1185","1111","2012","Sokndal",11310,56.5741857659831,53.5334584115072,26.2818544673012,19.5,21.1,12.7,8.2,17.3,2.1,2.5,1.6,39360
"1186","1111","2013","Sokndal",15244,57.0228091236495,52.4691358024691,25.8673158855752,19.5,21.8,13.2,8.6,17.8,2.1,2.4,1.7,37682
"1187","1111","2014","Sokndal",13004,57.1342200725514,53.4263189812007,26.6727217680896,18.4,21.2,13.6,9,18.2,2.5,2.8,2.2,39263
"1188","1111","2015","Sokndal",14339,56.9704284852142,53.8740920096852,26.8963433061348,18.5,19.9,14.2,8.9,19.7,2.5,2.8,2.2,39362
"1189","1111","2016","Sokndal",14508,57.1342925659472,53.5562310030395,26.592212496227,18.9,19.2,14.1,8.6,19.7,2.7,3,2.4,41222
"1190","1111","2017","Sokndal",13853,56.8114217727543,53.4556574923547,26.357056694813,19.8,18.4,14.6,9.3,20.1,2.7,3.1,2.2,41212
"1191","1119","2008","Hå",17326,58.4384154884728,55.5028337946487,27.2768493328151,13.4,24.4,14.1,10,18.4,2.3,2.7,1.9,41670
"1192","1119","2009","Hå",17393,58.9958158995816,55.6691806212451,27.3057871966894,13.7,23.7,14.6,10.2,19.1,2.5,2.9,2.1,40150
"1193","1119","2010","Hå",18627,59.0914553539238,55.9780575988031,27.475217231673,14,23.2,15.2,10.4,20.1,2.6,2.9,2.3,39296
"1194","1119","2011","Hå",20964,58.9701770736254,56.1422675406652,27.49375817382,14.2,22.5,15.6,10.7,20.8,2.7,2.9,2.5,38946
"1195","1119","2012","Hå",23129,59.1484074994353,56.1144219308701,27.3022500579912,14.4,23.2,16.1,10.7,21.7,2.9,3.1,2.7,39712
"1196","1119","2013","Hå",23951,59.4060499006403,55.7187827911857,27.0995180039694,14.7,22.4,16.3,10.8,22,3,3.1,3,41443
"1197","1119","2014","Hå",23755,59.6040663456394,56.0889395667047,27.1542920231852,14.4,22.2,16.8,11.4,22.7,3.8,3.9,3.7,41913
"1198","1119","2015","Hå",23048,59.6412556053812,56.3150240519074,27.169689119171,14.3,21.7,16.9,11.2,22.9,4,3.8,4.2,43032
"1199","1119","2016","Hå",21516,59.2561725179706,56.3723309608541,27.2658813404335,15.2,20,17,11.4,23,4.1,3.8,4.5,41987
"1200","1119","2017","Hå",22332,58.7139917695473,56.1784140969163,27.1329787234043,15,20.2,17.3,11.3,23.8,4.2,3.8,4.5,42924
"1201","1120","2008","Klepp",21005,58.1651603318064,57.2275186807524,28.0446997916535,13.3,27.5,15.1,10.9,19.4,3.6,4.8,2.4,44996
"1202","1120","2009","Klepp",20532,58.3960798374567,57.3468620819241,28,13.3,26.8,15.5,11,20.3,4,4.9,3,46568
"1203","1120","2010","Klepp",22498,58.1596222503743,57.3406193078324,27.9111006029081,13.7,27,15.7,11.1,20.6,4.2,5.2,3.2,47349
"1204","1120","2011","Klepp",24073,58.6118251928021,57.4674556213018,27.9128585388285,13.7,27.1,16.1,11.3,21.1,4.4,5.3,3.5,47748
"1205","1120","2012","Klepp",25497,58.7938596491228,57.488986784141,27.9443254817987,13.4,27.4,16.6,11.9,21.6,4.5,5.3,3.7,49279
"1206","1120","2013","Klepp",26745,59.2288848652679,57.4903824394659,27.8762275744774,13.6,28.1,16.9,12.1,22,4.6,5.3,3.9,50264
"1207","1120","2014","Klepp",26684,59.0436153441934,57.2017837235229,27.7576413308088,13.7,27.7,17.2,12.4,22.3,5.3,5.7,4.9,52041
"1208","1120","2015","Klepp",25988,59.2263136119156,56.8830596274661,27.5385518382157,14,26,17.3,12.4,22.6,5.5,5.9,5.1,52773
"1209","1120","2016","Klepp",23241,58.8916205695554,57.135099913119,27.7332630469162,14.2,24.2,17.5,12.5,22.9,5.5,5.9,5.1,53771
"1210","1120","2017","Klepp",25640,58.8692362744096,57.4559982723248,27.9434933305325,14.7,23.9,17.8,12.4,23.5,5.8,6.1,5.4,54341
"1211","1121","2008","Time",19733,59.4922174023986,57.8926650045926,28.5400090562132,11.8,27.3,20.3,16.3,24.4,4.7,6.2,3.1,75885
"1212","1121","2009","Time",20903,60.2247191011236,57.5261947354971,28.4288961859055,13.3,27.2,20.5,16.3,24.8,5,6.5,3.5,79210
"1213","1121","2010","Time",23798,60.2453987730061,57.6636810899458,28.4319213783666,12.9,26.6,20.7,16.5,25,5.1,6.4,3.7,81620
"1214","1121","2011","Time",23598,59.76557828011,57.6585486463098,28.3525835866261,12.7,27,21.2,16.5,26,5.4,6.7,4,81300
"1215","1121","2012","Time",26315,59.5829428303655,58.1197619336815,28.5347963504085,12.5,27,21.4,16.4,26.6,5.9,7,4.6,84750
"1216","1121","2013","Time",26627,60.0381979552859,58.1771321462043,28.4796696679475,12.6,26.7,21.6,16.3,27.2,6.2,7.3,5,85663
"1217","1121","2014","Time",26172,60.0871459694989,58.5522542159,28.5187461585741,13.1,26.7,21.6,16.3,27.2,6.7,7.7,5.6,89604
"1218","1121","2015","Time",25231,60.2558635394456,58.5704682948689,28.5589424232492,13.3,25.5,21.8,16.3,27.5,7.1,8,6.2,90195
"1219","1121","2016","Time",25346,60.1452325826142,58.257993384785,28.4514322636227,14.7,24.3,22.3,16.6,28.3,7.2,8.1,6.3,92107
"1220","1121","2017","Time",25791,59.787971029705,57.793843794501,28.2804459691252,14.5,23.9,22.5,16.6,28.7,7.3,8,6.6,91134
"1221","1122","2008","Gjesdal",16696,59.3189603062664,57.6164498531263,28.2248946448761,12,29.5,16.4,12.6,20.4,2.7,3.7,1.7,50699
"1222","1122","2009","Gjesdal",17488,59.6830985915493,57.6281655342804,28.0770388203431,12.1,29.2,16.4,12.5,20.5,2.9,3.7,2.1,51223
"1223","1122","2010","Gjesdal",19354,60.1809083910701,58.3399840383081,28.6442006269592,12.2,28.1,17.1,12.8,21.5,3.1,3.8,2.4,51778
"1224","1122","2011","Gjesdal",21207,60.7129525942516,58.873786407767,28.8542063189951,12.4,27.1,17.3,13,21.9,3.4,3.9,2.9,55060
"1225","1122","2012","Gjesdal",22150,60.8007279344859,59.2277115275412,29.0313601781407,12.3,28.6,17.8,13,22.8,3.6,4.2,3.1,60095
"1226","1122","2013","Gjesdal",24544,60.9305629550701,59.5968934911243,29.1964851888758,11.8,27.7,18.3,13.4,23.4,3.9,4.5,3.3,62190
"1227","1122","2014","Gjesdal",22224,61.2597066436583,59.1633466135458,28.8680745780684,12.6,26.7,19.2,14.2,24.5,4.4,4.9,3.9,65629
"1228","1122","2015","Gjesdal",23761,61.7741121023397,59.3037639158862,28.9310344827586,13,26,19.2,14,24.7,4.5,4.8,4.3,67772
"1229","1122","2016","Gjesdal",20713,61.1487044066678,59.0093199861926,28.8450181388678,13.3,25,19.6,14.3,25.3,4.9,5.3,4.6,79674
"1230","1122","2017","Gjesdal",21833,60.6374240183999,58.6930352536543,28.6758527978491,13.1,24,19.6,14.3,25.2,5.1,5.2,5,81914
"1231","1124","2008","Sola",22228,59.6074474915161,57.8393246703974,28.4342068450993,12.3,36,20.5,16.5,24.7,7.1,9.2,4.9,52855
"1232","1124","2009","Sola",23156,59.9395448079659,57.9146656815663,28.406414205472,12.8,35.8,21.2,16.8,25.7,7.6,9.7,5.5,53434
"1233","1124","2010","Sola",25706,60.0654946570148,57.7981651376147,28.4218825281416,12.9,35.7,21.6,17,26.2,8,10,6,54681
"1234","1124","2011","Sola",29463,60.2458326317562,57.9062064156206,28.4496788008565,12.4,35.5,22,17.5,26.6,8.8,10.7,6.8,59334
"1235","1124","2012","Sola",29724,60.2688881557242,58.1043137922233,28.600745487289,12.4,35.9,22.1,17.7,26.6,9.7,11.4,7.9,63069
"1236","1124","2013","Sola",31196,61.0096498923359,58.7790697674419,28.7928719638716,11.7,37.8,22.4,17.9,27.2,10.1,11.8,8.4,63524
"1237","1124","2014","Sola",29753,61.3233341145223,58.8910600879336,28.836263604832,11.9,37.8,23,18.6,27.6,11.4,12.9,9.8,65111
"1238","1124","2015","Sola",28988,61.4155251141553,59.373010821133,29.0259841294539,12.6,35.8,23,18.5,27.7,12,13.2,10.8,63843
"1239","1124","2016","Sola",26667,61.3615937687238,59.4475831763967,29.0312691600245,13.2,33.7,23.3,18.7,28.2,12,13.2,10.8,60305
"1240","1124","2017","Sola",28070,61.250467989517,59.0000789827028,28.7130996309963,13.6,31.9,23.7,19,28.7,12.3,13.5,11.1,59808
"1241","1127","2008","Randaberg",23788,56.8784700801974,56.9027106534986,28.1438370401164,12.9,34.6,19.8,14.9,24.7,5,6.7,3.3,44598
"1242","1127","2009","Randaberg",24964,57.5987235739928,57.5108180506903,28.2862065470761,12.5,35.1,20.3,15.4,25.4,5.1,6.6,3.4,46157
"1243","1127","2010","Randaberg",25062,57.8492935635793,57.0903897163844,27.9883965189557,12.9,34.5,20.7,15.3,26.3,5.2,6.9,3.5,51206
"1244","1127","2011","Randaberg",27428,57.2825024437928,56.8540234532956,27.9495080011927,13.2,34.6,21.2,15.5,26.9,5.4,7,3.8,52793
"1245","1127","2012","Randaberg",27784,57.8846153846154,57.0187561697927,28.1344374086702,13.3,35.7,21.2,15.4,27.1,6,7.6,4.4,53808
"1246","1127","2013","Randaberg",29304,58.3760197306014,56.7108856808428,27.9599884582091,13.8,35.7,21.1,15.4,27,6.1,7.6,4.5,54571
"1247","1127","2014","Randaberg",30116,58.9292470677261,56.8810916179337,28.0145929339478,13.6,34.9,21.4,16,27.1,6.7,7.8,5.5,56813
