"","knr","aar","knavn","pm2","Menn_ya_p","kvinner_ya_p","totalt_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"1","0101","2008","Halden (-2019)",13427,59.7489239598278,56.7976257772753,28.6131282927524,24.5,13.6,17.8,15.1,20.4,3.9,5.4,2.4,56266
"2","0101","2009","Halden (-2019)",13095,59.7785977859779,57.0469329229908,28.7294374581704,24.4,14.1,18.2,15.4,20.9,3.9,5.4,2.5,56366
"3","0101","2010","Halden (-2019)",13832,59.6429821491075,57.0630046235595,28.7357520155685,23.9,13.7,18.6,15.6,21.6,4.1,5.5,2.7,57210
"4","0101","2011","Halden (-2019)",14915,59.8463016330452,57.2238153762119,28.6824093086927,24,14,19,15.8,22.2,4.4,5.8,3,58010
"5","0101","2012","Halden (-2019)",15473,59.4512195121951,57.0046675235067,28.5245235758048,23.9,14,19.6,16.2,22.9,4.6,5.9,3.3,58787
"6","0101","2013","Halden (-2019)",15461,58.9779747515445,56.7387243127836,28.4605087014726,24.1,13.4,19.9,16.4,23.3,4.6,5.8,3.4,59453
"7","0101","2014","Halden (-2019)",17164,58.7601436743382,56.7293681282289,28.4249303066507,23.9,13.5,20.6,17,24,4.9,6.1,3.8,63033
"8","0101","2015","Halden (-2019)",17427,58.7145682267634,56.8478691120201,28.4126879451332,24,13.7,21,17.2,24.8,5.2,6.4,4.1,63747
"9","0101","2016","Halden (-2019)",18941,58.6894028485561,56.6412915080719,28.2575955997905,24,13.8,21.4,17.4,25.4,5.4,6.5,4.4,65624
"10","0101","2017","Halden (-2019)",20143,58.9413817617786,56.8518639420252,28.2819097109451,23.7,14,21.6,17.5,25.7,5.6,6.5,4.7,65919
"11","0104","2008","Moss (-2019)",18299,60.6985062066064,58.6742270824895,29.8971554363155,22.8,16.2,19.1,16.6,21.4,5.5,7.1,4,69916
"12","0104","2009","Moss (-2019)",18338,60.6928851849301,58.9222907956732,30.0087873462214,23.3,16,19.2,16.6,21.6,5.6,7.3,4.1,69933
"13","0104","2010","Moss (-2019)",18795,60.4149715215622,58.5198272477424,29.7802197802198,22.7,15.9,19.4,16.9,21.8,5.9,7.5,4.5,68390
"14","0104","2011","Moss (-2019)",20213,60.1809045226131,58.2073011734029,29.5027259210309,22.8,15.8,19.8,17.2,22.2,6.1,7.5,4.7,70540
"15","0104","2012","Moss (-2019)",21198,59.7690531177829,57.8943987667009,29.3363278325684,22.6,15.6,20.2,17.6,22.6,6.3,7.6,5.1,72721
"16","0104","2013","Moss (-2019)",21799,59.6072290728779,57.5569886980397,29.0886794888344,23.2,15.3,20.5,17.7,23.1,6.6,7.7,5.5,72253
"17","0104","2014","Moss (-2019)",23750,59.2418283798594,57.1437614736975,28.832886163281,23.4,15.3,20.9,18,23.6,7.2,8.2,6.1,73458
"18","0104","2015","Moss (-2019)",24716,59.0508775264525,57.1383981521943,28.7812087290108,23.2,15.8,21.2,18.1,24.2,7.7,8.7,6.6,78458
"19","0104","2016","Moss (-2019)",27254,58.825,56.6617229019899,28.4910819712883,22.7,15.9,21.6,18.4,24.7,8,9,7,77168
"20","0104","2017","Moss (-2019)",28299,58.7068697544296,56.6413429726749,28.5277872064677,22.9,15.9,21.8,18.5,25.1,8.3,9.2,7.4,77498
"21","0105","2008","Sarpsborg (1992-2019)",14981,60.8985484379931,58.0638885646473,29.2304076156151,22.2,13.6,16.3,13.7,18.9,2.8,3.9,1.7,63674
"22","0105","2009","Sarpsborg (1992-2019)",14214,60.6931464174455,57.8658372691318,29.1359743247685,22.5,13.3,16.6,13.9,19.2,2.9,3.9,1.8,62126
"23","0105","2010","Sarpsborg (1992-2019)",14870,60.0679038543154,57.5571646341463,28.9556931689641,22.3,13.1,17,14.1,19.8,2.9,4,1.9,61733
"24","0105","2011","Sarpsborg (1992-2019)",15634,59.7989567071546,57.2827970763318,28.7927279613673,22.4,13.2,17.2,14.2,20.2,3,4,2.1,62153
"25","0105","2012","Sarpsborg (1992-2019)",16536,59.5595708639187,56.9000298864316,28.5583034893968,22.8,13,17.7,14.6,20.8,3.1,4,2.3,63121
"26","0105","2013","Sarpsborg (1992-2019)",17540,59.2173555879168,56.7898941110905,28.4658075089392,23.5,12.7,18.1,14.8,21.3,3.2,4,2.4,61670
"27","0105","2014","Sarpsborg (1992-2019)",17896,59.3393527291643,56.6381787371988,28.4411476349914,23,13,18.5,15.1,21.9,3.5,4.2,2.8,65438
"28","0105","2015","Sarpsborg (1992-2019)",19136,59.0755897929706,56.5407671656063,28.3695010333629,23,13.5,19,15.5,22.5,3.8,4.5,3.2,67496
"29","0105","2016","Sarpsborg (1992-2019)",20919,59.1515729265968,56.5391913589257,28.3368082226855,22.8,13.8,19.4,15.6,23.2,4,4.7,3.3,69291
"30","0105","2017","Sarpsborg (1992-2019)",21372,58.8622080139499,56.6159420289855,28.3454568541731,22.8,14,19.9,15.9,23.7,4.2,4.8,3.6,69540
"31","0106","2008","Fredrikstad (1994-2019)",15671,59.8109082649556,57.8207046660318,29.5265088362788,21.8,16.2,19,16.2,21.5,4.3,5.8,2.9,69040
"32","0106","2009","Fredrikstad (1994-2019)",15043,59.8404255319149,57.8725701943845,29.4612424409016,21.9,16.2,19.4,16.5,22,4.5,6,3.2,68097
"33","0106","2010","Fredrikstad (1994-2019)",16092,59.7049153151162,57.7433569234878,29.3625573752682,21.9,15.9,19.8,16.7,22.6,4.7,6,3.4,69244
"34","0106","2011","Fredrikstad (1994-2019)",16750,59.4721934745901,57.8907054752912,29.3889700854128,22,16.1,20.2,16.9,23.3,4.9,6.2,3.7,69560
"35","0106","2012","Fredrikstad (1994-2019)",17591,59.4295024171363,57.7814482722458,29.1586732466295,22,16.1,20.5,17.2,23.7,5.2,6.4,4,71186
"36","0106","2013","Fredrikstad (1994-2019)",18470,59.5135007478548,57.6825675745517,29.0624552449647,22.4,15.6,20.9,17.4,24.2,5.3,6.4,4.2,73291
"37","0106","2014","Fredrikstad (1994-2019)",18746,59.6414653156664,57.6481419912534,29.0510497351497,22.5,15.7,21.3,17.7,24.8,5.7,6.7,4.6,76861
"38","0106","2015","Fredrikstad (1994-2019)",20769,59.4219712790368,57.5281926241999,28.9793881702683,21.9,16.1,21.6,17.7,25.3,6,6.9,5.1,76711
"39","0106","2016","Fredrikstad (1994-2019)",22404,59.3322442311619,57.636148877887,29.0425114288247,22.1,16.7,22.2,18.2,26,6.1,7,5.3,77905
"40","0106","2017","Fredrikstad (1994-2019)",23918,59.4159265392142,57.8372202766808,29.0647895058724,22.1,16.7,22.6,18.6,26.6,6.3,7.1,5.6,80019
"41","0111","2008","Hvaler (-2019)",18844,61.6724738675958,61.2704918032787,30.1943953547084,17.8,19,18.3,14.6,22.1,4.7,6.3,3.1,75027
"42","0111","2009","Hvaler (-2019)",21060,61.4660723130263,61.4451743304699,30.4152076038019,16.9,18.8,18.5,14.3,22.7,4.6,6.2,3,74539
"43","0111","2010","Hvaler (-2019)",21325,60.1539942252166,60.8868958644743,29.9143206854345,16.6,18.7,19.1,15,23.3,4.9,6.5,3.2,72445
"44","0111","2011","Hvaler (-2019)",21979,59.4059405940594,60.4217753800883,29.6153846153846,16.9,19.1,20.4,15.9,24.8,5.3,6.9,3.6,72496
"45","0111","2012","Hvaler (-2019)",20469,58.5687382297552,59.9423631123919,29.6718972895863,16.2,19.9,20.4,15.7,25.1,6,7.6,4.3,73858
"46","0111","2013","Hvaler (-2019)",21658,57.8190255220418,58.9948332550493,29.3183940242764,16.4,20,20.6,15.9,25.3,6.1,7.7,4.5,75379
"47","0111","2014","Hvaler (-2019)",20148,57.149300857014,58.6906408483172,29.0241678066575,16.5,19.4,21.1,16.4,25.7,6.3,7.6,5.1,80361
"48","0111","2015","Hvaler (-2019)",26621,56.0390763765542,58.6624775583483,29.1741071428571,16.6,19.8,21.3,16.4,26.2,6.6,7.8,5.3,79161
"49","0111","2016","Hvaler (-2019)",27511,55.6437389770723,58.0026749888542,28.84061183773,16.2,20.3,21.7,17.1,26.3,7,8.1,6,82000
"50","0111","2017","Hvaler (-2019)",28848,55.0350262697023,57.1428571428571,28.2488377241532,15.8,21.1,21.9,16.9,27,7.1,8.1,6,96079
"51","0119","2008","Marker (1964-2019)",11058,58.1755593803787,55.1162790697674,27.3751082876119,22.8,12.8,12.8,9.4,16.2,2,2.6,1.4,42371
"52","0119","2009","Marker (1964-2019)",11132,58.7521663778163,54.5823665893271,27.2358900144718,23.3,12.5,13,9.5,16.4,2,2.7,1.4,43524
"53","0119","2010","Marker (1964-2019)",9634,58.1568402976531,55.5104408352668,27.571305099395,23.2,13.4,13.1,9.5,16.7,2.2,2.6,1.9,41048
"54","0119","2011","Marker (1964-2019)",11552,58.1235697940503,54.5138888888889,27.1001150747986,23.9,12.6,13.1,9.3,16.9,2.6,3.1,2,42913
"55","0119","2012","Marker (1964-2019)",10809,57.5265808617795,55.1126516464471,27.1176805002843,22.2,12.6,13.8,9.6,17.9,2.6,3.1,2.1,39581
"56","0119","2013","Marker (1964-2019)",11745,56.8206820682068,54.2114188807236,26.7354335098969,23.4,13.3,14.5,10,19,2.6,3,2.3,38128
"57","0119","2014","Marker (1964-2019)",11899,56.4187327823691,54.5199326221224,27.0022246941046,22.7,13.1,15.4,11.2,19.6,2.7,3,2.4,40783
"58","0119","2015","Marker (1964-2019)",13980,55.5068493150685,53.7472035794183,26.5983946858566,22.4,13.1,15.1,10.4,19.9,2.9,3.4,2.5,40354
"59","0119","2016","Marker (1964-2019)",14965,55.5555555555556,53.6076662908681,26.3434903047091,23.6,13.6,15.2,10.9,19.7,3.3,3.3,3.2,41960
"60","0119","2017","Marker (1964-2019)",16157,55.8392178164041,53.1321184510251,25.9382819015847,23.7,14.4,15.3,10.7,20,3.6,3.9,3.4,43182
"61","0122","2008","Trøgstad (-2019)",10751,61.6334661354582,57.5721629102412,28.8946219487994,21.6,15.7,13.3,9.3,17.2,2,2.3,1.7,39404
"62","0122","2009","Trøgstad (-2019)",10328,61.6752271829316,58.18759936407,29.0073310877749,21.7,14.2,13.5,9.2,17.8,1.8,2,1.6,35833
"63","0122","2010","Trøgstad (-2019)",11192,61.7096018735363,57.8656126482213,28.750981932443,21.3,14.6,13.8,9.5,18.1,2,2.2,1.7,37691
"64","0122","2011","Trøgstad (-2019)",11030,61.8350038550501,57.0643642072214,28.2769350447297,21.1,14.6,13.9,9.7,18.2,2.1,2.3,1.9,37259
"65","0122","2012","Trøgstad (-2019)",11252,60.392304790645,56.7367601246106,27.9172255221307,21,14.2,13.9,9.4,18.6,2.2,2.4,1.9,36541
"66","0122","2013","Trøgstad (-2019)",11878,59.874492432632,56.0842433697348,27.2710032239712,21.9,14,14.2,9.5,19,2.1,2.3,2,35540
"67","0122","2014","Trøgstad (-2019)",12367,59.4614264919942,56.340718105424,27.4878866939993,22.3,14.7,14.4,10,19,2.5,2.4,2.6,37499
"68","0122","2015","Trøgstad (-2019)",12901,59.5150624540779,56.2118902439024,27.5907220351665,21.2,15.3,15.1,10.7,19.6,2.7,2.6,2.8,36841
"69","0122","2016","Trøgstad (-2019)",14331,59.6132798248814,55.956956187548,27.2506082725061,21.4,15.3,15.4,10.9,20.1,2.8,2.6,3.1,43035
"70","0122","2017","Trøgstad (-2019)",16731,59.7747093023256,56.0229445506692,27.2964412148314,22.3,15.3,15.9,11.1,20.9,3.2,2.8,3.6,38260
"71","0123","2008","Spydeberg (-2019)",14897,60.1577909270217,58.628841607565,29.3317563571851,17,19,14.8,12.3,17.2,3.5,4.4,2.7,66690
"72","0123","2009","Spydeberg (-2019)",14552,59.813447337738,58.1747572815534,29.0986790986791,17.3,19.2,15.6,12.8,18.3,3.6,4.4,2.8,59657
"73","0123","2010","Spydeberg (-2019)",15150,59.4140625,57.9209819716149,29.2239210373524,17,18.5,16.2,13.2,19.1,3.9,4.7,3.1,64879
"74","0123","2011","Spydeberg (-2019)",17318,59.5940252776714,58.0256217030897,29.2497625830959,17.1,18.5,16.7,13.9,19.2,3.9,4.6,3.3,62370
"75","0123","2012","Spydeberg (-2019)",16779,58.1177352830896,57.7023498694517,28.9267015706806,18.7,18.4,17.1,14.3,19.8,4.2,4.8,3.7,59125
"76","0123","2013","Spydeberg (-2019)",18661,58.1818181818182,57.4522760646109,28.5896967482645,18.5,17.8,16.9,13.6,20.1,4.3,4.9,3.6,57143
"77","0123","2014","Spydeberg (-2019)",19767,58.1124072110286,56.8613400214977,28.2384341637011,18.4,17.7,17.1,13.2,20.9,4.9,5.2,4.6,58532
"78","0123","2015","Spydeberg (-2019)",20652,56.656239137991,57.0515097690941,28.2150386507379,19.2,18.2,17.5,13.4,21.8,5.1,5.6,4.6,57176
"79","0123","2016","Spydeberg (-2019)",22015,57.0843291225674,56.3234770217314,27.5627615062761,18.8,18.2,18,14.1,21.9,5.4,5.8,5,55390
"80","0123","2017","Spydeberg (-2019)",23320,57.3579739904175,56.0323601829054,27.6322636600173,17.9,18.8,18.4,14.4,22.5,5.7,5.9,5.6,55929
"81","0124","2008","Askim (-2019)",13685,60.8988764044944,58.5418933623504,29.7401879491432,20.9,15.2,15.1,13.5,16.7,3.3,4.5,2,61200
"82","0124","2009","Askim (-2019)",13700,61.1894882434302,58.7581961728891,29.8646534720805,20.7,14.9,15.2,13.7,16.7,3.3,4.5,2.1,60757
"83","0124","2010","Askim (-2019)",13925,60.9663409337676,58.7379935965849,29.6219052744887,20.8,14.8,15.4,13.7,17,3.3,4.4,2.3,59093
"84","0124","2011","Askim (-2019)",15309,60.72347920336,58.5414452709883,29.5593265812596,20.9,14.7,15.6,13.6,17.6,3.5,4.5,2.5,60595
"85","0124","2012","Askim (-2019)",14979,60.2024507192328,58.0521876647338,29.179915209327,20.6,14.2,15.7,13.4,17.9,3.5,4.5,2.6,60880
"86","0124","2013","Askim (-2019)",15614,60.279020794946,58.0536477905922,29.2523669604962,21.5,14.3,16,13.5,18.3,3.7,4.7,2.8,62616
"87","0124","2014","Askim (-2019)",17248,59.866614358572,58.0752923037389,29.2935839274141,20.5,14.4,16.5,13.6,19.2,4,4.9,3,66310
"88","0124","2015","Askim (-2019)",17444,58.688057963514,57.9779033915725,29.0917295171791,20.8,14.4,16.8,13.8,19.7,4.1,4.8,3.3,67747
"89","0124","2016","Askim (-2019)",19064,58.0870014199045,57.7020843924758,29.0746077489593,20.8,14.7,17.2,14.2,20.1,4.3,4.9,3.7,77536
"90","0124","2017","Askim (-2019)",21902,57.8805740645823,57.566953006569,28.9885496183206,20.9,14.6,17.5,14.4,20.5,4.3,5,3.7,73460
"91","0125","2008","Eidsberg (-2019)",11738,59.242161954222,57.4011299435028,29.0037111047673,22.2,14.6,13.9,10.8,17,2.7,3.6,1.8,77288
"92","0125","2009","Eidsberg (-2019)",12129,59.2368719304873,57.7399667098206,29.1748434725727,22.8,13.3,14.4,11.1,17.6,2.7,3.6,1.8,75626
"93","0125","2010","Eidsberg (-2019)",11904,59.3447505584512,57.1848045512938,28.7958599020423,23.6,13.1,14.7,11.3,17.8,2.7,3.5,1.9,74728
"94","0125","2011","Eidsberg (-2019)",12231,59.2585795558818,57.0752139865234,28.6471663619744,23.2,12.8,14.9,11.4,18.2,2.8,3.6,2.1,72706
"95","0125","2012","Eidsberg (-2019)",13013,58.8911180010943,56.2702120014373,28.3464566929134,23.3,12.3,15.6,12.2,18.8,3,3.8,2.3,73713
"96","0125","2013","Eidsberg (-2019)",13344,58.9234620886981,56.5768338390148,28.3162125949084,23.4,12,15.9,12.3,19.4,3.1,3.8,2.5,73374
"97","0125","2014","Eidsberg (-2019)",14034,58.7329676163511,56.9287729196051,28.5171774264771,22.7,12.4,16.5,12.9,20.1,3.6,4.1,3,74888
"98","0125","2015","Eidsberg (-2019)",14875,58.3010903974675,56.3613905064408,28.1335329868757,23.2,12.8,16.9,12.8,20.9,3.8,4.2,3.4,74425
"99","0125","2016","Eidsberg (-2019)",17699,58.3958151700087,56.3681328387211,28.001053001053,23.5,12.8,16.8,12.4,21.2,3.8,4.3,3.3,77436
"100","0125","2017","Eidsberg (-2019)",17434,58.95431648428,56.8596211718888,28.1606172190075,23.3,12.7,17.1,12.7,21.5,4,4.2,3.7,78587
"101","0127","2008","Skiptvet (-2019)",12657,59.9556295063783,56.7363530778165,27.7163120567376,18.6,15,13,10.2,15.9,1.5,1.6,1.4,17937
"102","0127","2009","Skiptvet (-2019)",11802,60.4190260475651,56.8366164542294,28.0927835051546,18.1,15.5,13,10,16.1,1.6,1.5,1.6,17532
"103","0127","2010","Skiptvet (-2019)",13247,60.2908277404922,56.4746149458072,27.9582038972042,17.8,16.1,13.3,10.6,16.1,1.6,1.7,1.6,19382
"104","0127","2011","Skiptvet (-2019)",12779,59.2592592592593,56.0271646859083,27.6845637583893,17.7,16.5,13.5,10.5,16.5,1.9,2,1.8,22339
"105","0127","2012","Skiptvet (-2019)",13542,59.2978606692266,55.5309734513274,27.6507849077389,18.4,15.9,13.9,10.9,16.9,2.1,2.2,2,22791
"106","0127","2013","Skiptvet (-2019)",15276,59.4021739130435,55.1969365426696,27.5081788440567,19.7,15.2,14.2,10.8,17.6,2.3,2.5,2.2,22669
"107","0127","2014","Skiptvet (-2019)",14093,59.2849519743863,55.9633027522936,27.8239871210089,19.7,16.4,14.8,11.5,18.2,2.6,2.6,2.7,25959
"108","0127","2015","Skiptvet (-2019)",14325,58.6115527291998,56.2906724511931,27.8209595282766,20.7,16.7,14.9,11.4,18.5,2.7,2.9,2.5,30008
"109","0127","2016","Skiptvet (-2019)",17689,59.3716719914803,55.5793991416309,27.685729556387,19.4,15.8,15.4,11.8,19,2.9,2.9,2.8,31424
"110","0127","2017","Skiptvet (-2019)",19582,58.4038054968288,55.7905869910101,27.887919640497,20.2,16.3,15.8,11.8,19.8,2.8,2.9,2.8,31997
"111","0128","2008","Rakkestad (-2019)",12316,60.3920515574651,56.3175943022949,28.4098469727212,21,15.2,12.9,9.2,16.5,1.9,2.6,1.3,42057
"112","0128","2009","Rakkestad (-2019)",12236,60.7496653279786,56.2882212177612,28.2417289220918,21.7,14.2,13,9.3,16.6,2,2.5,1.5,43799
"113","0128","2010","Rakkestad (-2019)",11291,60.8753669602349,56.1538461538462,28.1628309165891,21.7,14.9,13.2,9.3,17.1,2.1,2.5,1.8,43382
"114","0128","2011","Rakkestad (-2019)",12428,60.4589817989976,56.1417322834646,28.1410340744639,21.5,14.2,13.4,9.2,17.6,2.3,2.7,1.9,44546
"115","0128","2012","Rakkestad (-2019)",12816,60.3636363636364,56.4968814968815,28.2411015848272,21.2,14.3,13.7,9.1,18.4,2.2,2.6,1.7,45470
"116","0128","2013","Rakkestad (-2019)",13295,59.8984771573604,56.6071428571429,28.2315521628499,22,13.7,14,9.2,18.7,2.2,2.7,1.8,45835
"117","0128","2014","Rakkestad (-2019)",14085,59.5909204290347,56.5699873896595,28.1289189867068,22.1,14,14.7,9.9,19.4,2.7,3.1,2.4,46532
"118","0128","2015","Rakkestad (-2019)",14676,59.2675635276532,56.2156764852721,28.0798004987531,21.4,14.7,15.2,9.8,20.6,2.9,3.2,2.7,43577
"119","0128","2016","Rakkestad (-2019)",15500,58.5587801278898,55.8237929318069,27.7461652647204,21.3,15.2,15.1,9.7,20.5,3,3.2,2.8,43849
"120","0128","2017","Rakkestad (-2019)",17320,58.2644628099173,55.7526484355753,27.6887311880582,21.2,15.3,15.2,9.7,20.9,3.1,3.2,2.9,45201
"121","0135","2008","Råde (-2019)",15004,58.7390029325513,57.4524158125915,28.7472527472527,15.9,20.4,17.4,14.8,19.9,3.8,4.9,2.6,45209
"122","0135","2009","Råde (-2019)",16731,58.8459285295841,57.2571090047393,28.4683357879234,16.1,20.5,17.2,14.8,19.6,3.9,4.9,2.9,44183
"123","0135","2010","Råde (-2019)",15701,58.8677065280185,57.6608187134503,28.6544609125254,16.1,20,17.5,14.8,20.2,4.2,5.2,3.2,52590
"124","0135","2011","Råde (-2019)",18175,58.8470319634703,57.0889018012783,28.2896631154621,16,19.8,18.1,14.9,21.3,4.2,5.1,3.3,54253
"125","0135","2012","Råde (-2019)",16961,58.806898501555,56.231884057971,27.7658508658938,16.4,19.6,18.2,14.8,21.5,4.2,5,3.4,59363
"126","0135","2013","Råde (-2019)",17463,58.3286908077994,56.5694484550967,27.7754147171416,16.7,19.5,18.4,15.1,21.8,4.4,5.2,3.6,56734
"127","0135","2014","Råde (-2019)",18454,58.1933351693748,57.1264036855744,27.9279279279279,17.6,18.4,19.1,15.8,22.3,4.9,5.5,4.4,44725
"128","0135","2015","Råde (-2019)",19684,57.9505300353357,56.3651828749646,27.5881210102692,18,19.7,19.2,15.5,23,5,5.5,4.4,46340
"129","0135","2016","Råde (-2019)",20196,57.3931510485798,55.849582172702,27.2529563680848,17.7,19.7,19.7,16.1,23.3,5.4,5.9,4.9,50301
"130","0135","2017","Råde (-2019)",23894,57.3727248747032,55.9190462988633,27.2641254393079,17.7,20.1,19.7,15.8,23.7,5.6,6,5.3,52438
"131","0136","2008","Rygge (-2019)",18531,57.5058072009291,57.4722459436379,29.0211297973264,17.1,20.1,17.9,15.4,20.3,4.3,6.3,2.5,105750
"132","0136","2009","Rygge (-2019)",17248,57.9007415858528,57.4228112223319,28.8762850053173,17.7,20,18.4,15.7,20.9,4.5,6.2,2.9,109383
"133","0136","2010","Rygge (-2019)",19093,57.9465541490858,57.1070583321732,28.6993633247044,17.5,19.9,18.8,16.1,21.3,4.7,6.4,3.1,114941
"134","0136","2011","Rygge (-2019)",19599,57.7830517939411,57.0976180641608,28.7467073339803,17.1,20.6,19.3,16.3,22.2,4.9,6.4,3.5,136839
"135","0136","2012","Rygge (-2019)",20022,57.906976744186,56.7944722937271,28.5344768906133,17.2,20.2,19.3,16,22.4,5.1,6.6,3.6,119255
"136","0136","2013","Rygge (-2019)",21020,58.0614847630554,56.5176908752328,28.3891227366874,17.8,19.3,19.7,16.4,23,5.2,6.7,3.8,123381
"137","0136","2014","Rygge (-2019)",21839,58.5708604003712,56.178883302461,28.1173432223032,18.1,19.7,19.8,16.4,23.2,5.5,6.9,4.2,127646
"138","0136","2015","Rygge (-2019)",23212,58.4984906155663,56.3951200314837,28.2049599790054,17.7,19.8,20.2,16.6,23.9,5.7,7.1,4.4,128910
"139","0136","2016","Rygge (-2019)",25064,58.4643133213089,56.6528066528067,28.2054599560098,18.1,19.6,20.6,16.8,24.4,6,7.1,5,128753
"140","0136","2017","Rygge (-2019)",27994,58.4229844323503,57.3668111139434,28.5832222010542,17.9,20.2,21.3,17,25.5,6.3,7.5,5.1,114336
"141","0137","2008","Våler (Østfold) (-2019)",14014,60.8516483516483,59.3570057581574,28.9831302717901,13.4,23.2,14.5,10.5,18.7,3.2,4.2,2.2,13293
"142","0137","2009","Våler (Østfold) (-2019)",14018,61.4096916299559,59.1601292108906,28.8933964390354,15.6,20.6,15,10.9,19.4,3.3,4.2,2.4,12789
"143","0137","2010","Våler (Østfold) (-2019)",15285,59.9300087489064,59.2863677950595,28.9803220035778,16.7,20.9,15.2,10.8,19.8,3.5,4.5,2.5,12975
"144","0137","2011","Våler (Østfold) (-2019)",15943,60.7097050021377,59.1316025067144,28.8869451126175,16,20.6,16.2,11.2,21.4,3.4,4.4,2.5,12579
"145","0137","2012","Våler (Østfold) (-2019)",16485,59.7667638483965,58.2899305555556,28.5441020191286,17,20.3,16.5,11.6,21.6,3.6,4.3,2.9,11302
"146","0137","2013","Våler (Østfold) (-2019)",17000,60.8226837060703,58.8610284742881,28.5155445748404,16.8,19.2,17.8,12.2,23.5,3.4,4.1,2.7,10862
"147","0137","2014","Våler (Østfold) (-2019)",18173,60.7395751376869,58.4154351395731,28.5857774206509,16.5,19.6,18.5,13,24.4,4.2,5,3.3,11078
"148","0137","2015","Våler (Østfold) (-2019)",20059,60.2896341463415,58.4814216478191,28.3921568627451,16.5,19.7,19,13.5,24.8,4.2,4.7,3.7,11040
"149","0137","2016","Våler (Østfold) (-2019)",20386,60.0979653353429,58.8467614533965,28.7311993829541,15.4,20,19.4,13.5,25.7,4.2,4.8,3.7,12449
"150","0137","2017","Våler (Østfold) (-2019)",22207,60.567479083303,59.1647331786543,28.6785379568885,14.9,21.1,19.8,13.7,26.3,4.4,4.8,4,13589
"151","0138","2008","Hobøl (-2019)",13150,61.0706638115632,60.209881941408,29.7922977066205,16.2,20.5,16.2,12.6,19.8,4.4,5.4,3.4,22209
"152","0138","2009","Hobøl (-2019)",13228,61.3316261203585,59.9654874892148,29.8219266251877,17.1,18.3,16.2,12.3,20.1,4.4,5.6,3.1,19617
"153","0138","2010","Hobøl (-2019)",14575,61.8052653572921,59.6849723286505,29.5655841417124,15.8,18.6,16.7,12.3,21.1,4.4,5.6,3.2,17266
"154","0138","2011","Hobøl (-2019)",15950,61.6382806163828,60.1005867560771,29.5548227535037,16,18.5,17,12.2,22,4.7,5.6,3.7,18322
"155","0138","2012","Hobøl (-2019)",15053,61.7694155324259,59.5938665561542,29.281205457137,16.4,17.5,17.8,12.6,23.1,4.7,5.5,3.9,18637
"156","0138","2013","Hobøl (-2019)",16351,62.7852084972463,59.8031173092699,29.2771084337349,17.9,16.5,17.6,12.5,23,4.9,5.6,4.3,24112
"157","0138","2014","Hobøl (-2019)",18222,62.7986348122867,58.9411764705882,28.9762868710237,17.4,16,17.4,12.4,22.7,5.4,5.7,5.1,15703
"158","0138","2015","Hobøl (-2019)",20005,62.9805931893079,59.1500765696784,28.9163391353172,15.7,16.8,18,12.9,23.5,5.8,6.1,5.6,16529
"159","0138","2016","Hobøl (-2019)",20008,62.3051830373324,59.1688905833016,28.8368636194723,16.4,16.3,18.6,13.4,24.1,5.8,5.5,6,18938
"160","0138","2017","Hobøl (-2019)",21588,61.8462618462618,59.6381093057607,29.0624437646212,16.2,16.8,19.3,13.9,25.1,6.3,6.2,6.5,22304
"161","0211","2008","Vestby (-2019)",19882,61.4389534883721,60.5471562275018,30.4159132007233,14.2,27.3,21.8,18.8,24.7,6.4,7.6,5.1,46582
"162","0211","2009","Vestby (-2019)",20731,60.6505920958767,60.0903189387525,30.2092940759134,14.4,25.1,21.8,18.7,24.8,6.8,8.1,5.6,51082
"163","0211","2010","Vestby (-2019)",21304,59.9720475192173,59.7118315322804,29.9867807694984,14.6,25.2,22.1,18.4,25.7,7,8.3,5.7,65360
"164","0211","2011","Vestby (-2019)",21543,59.4520921357503,59.2728259394926,29.7049224911613,14.9,25.4,22.3,18.8,25.8,7.3,8.2,6.3,70157
"165","0211","2012","Vestby (-2019)",23392,58.7045604758757,58.5510688836104,29.3006669748399,14.5,24.1,23,19.3,26.7,7.4,8.3,6.5,77140
"166","0211","2013","Vestby (-2019)",24806,58.2641991065731,58.1853281853282,28.9714834988786,15.6,23.5,23.3,19.7,26.9,7.7,8.6,6.9,83824
"167","0211","2014","Vestby (-2019)",24492,58.1704260651629,57.5087895529884,28.7255393878575,15.2,23.6,23.5,19.9,27.1,8.4,9,7.7,90543
"168","0211","2015","Vestby (-2019)",27300,58.1443550353572,57.3877651702023,28.5285101164929,14.9,23.8,24,20,27.9,8.8,9.2,8.3,94545
"169","0211","2016","Vestby (-2019)",28679,58.3800548729572,57.1445682117619,28.5142242409754,14.7,24.5,24.4,20.5,28.4,9,9.5,8.5,105745
"170","0211","2017","Vestby (-2019)",33857,57.7167998147505,56.648345222781,28.1824528740982,14.4,25,24.6,20.9,28.4,9.3,9.7,9,97072
"171","0213","2008","Ski (1931-2019)",20890,58.7719298245614,58.4607580259439,29.3569634993995,12.8,30.4,22.4,19.6,25.1,7.3,9.5,5.1,83906
"172","0213","2009","Ski (1931-2019)",21439,58.7463768115942,58.4070796460177,29.3079172533304,13,29.6,22.8,19.8,25.7,7.6,9.8,5.5,89109
